ID,game,release,positive_reviews,negative_reviews,primary_genre,store_genres,publisher,developer,detected_technologies,all_time_peak,all_time_peak_date
64881,Hero Siege,2014-01-29,26633,8743,Indie (23),"Action (1), Adventure (25), Indie (23), Massively Multiplayer (29), RPG (3)",Panic Art Studios Ltd.,Panic Art Studios Ltd.,AntiCheat.EasyAntiCheat; Engine.GameMaker; SDK.EpicOnlineServices; SDK.cURL,5015,2022-02-20
64882,A.I.M.2 Clan Wars,2014-05-22,353,95,Action (1),"Action (1), RPG (3), Simulation (28)",Fulqrum Publishing,SkyRiver Studios,SDK.Bink_Video,22,2020-08-22
64884,DreadOut,2014-05-15,3654,1139,Indie (23),"Adventure (25), Indie (23)",Digital Happiness,Digital Happiness,Engine.Unity,176,2014-05-16
64885,Disney Planes,2014-10-06,60,12,Adventure (25),"Action (1), Adventure (25)",Disney,Behaviour Interactive,SDK.Bink_Video; SDK.FMOD,17,2014-12-06
64886,The Happy Hereafter,2014-06-05,307,82,Strategy (2),"Casual (4), Strategy (2)",ESDigital Games,Alawar,Engine.Unity,705,2022-08-29
64887,LocoCycle,2014-02-14,252,66,Racing (9),"Action (1), Adventure (25), Casual (4), Racing (9)",Xbox Game Studios,Twisted Pixel Games,SDK.Bink_Video; SDK.NVIDIA_PhysX,52,2014-08-30
64888,Randal's Monday,2014-11-12,1058,313,Adventure (25),"Adventure (25), Indie (23)",Daedalic Entertainment,Nexus Game Studios,Engine.Unity,188,2015-08-30
64889,Daedalus - No Escape,2014-10-28,108,25,Action (1),"Action (1), Indie (23)",Patrice Meneguzzi,Patrice Meneguzzi,SDK.JVM; SDK.OpenAL,42,2015-03-15
64890,Ski Region Simulator,2014-01-31,369,101,Simulation (28),"Casual (4), Simulation (28)",Giants Software,Giants Software,SDK.NVIDIA_PhysX; SDK.OpenAL; SDK.SDL,102,2014-02-01
64892,Flyhunter Origins,2014-12-10,27,4,Adventure (25),"Adventure (25), Casual (4), Indie (23)",Ripstone,Steel Wool Games,Engine.Unity,200,2021-08-18
64894,Wings! Remastered Edition,2014-10-17,378,104,Action (1),"Action (1), Simulation (28)",Starbreeze Publishing AB,Cinemaware,Engine.Unity,98,2014-10-18
64895,Lifeless Planet,2014-06-06,2574,802,Adventure (25),"Action (1), Adventure (25), Indie (23)",Serenity Forge,Stage 2 Studios,Engine.Unity,410,2014-06-07
64896,FATE: Undiscovered Realms,2014-04-17,277,74,Action (1),"Action (1), Adventure (25), RPG (3)",WildTangent,WildTangent,SDK.FMOD,68,2015-05-15
64897,Jagged Alliance Gold,2014-04-23,313,85,Strategy (2),"Action (1), RPG (3), Strategy (2)",THQ Nordic,Sir-Tech,Emulator.DOSBOX; SDK.SDL; SDK.Vorbis,298,2021-09-20
64898,Assassin's Creed Freedom Cry,2014-02-25,1551,474,Action (1),"Action (1), Adventure (25)",Ubisoft,Ubisoft Montreal,Engine.UbisoftAnvil; Launcher.Ubisoft; SDK.Bink_Video; SDK.NVIDIA_APEX; SDK.NVIDIA_PhysX,447,2014-10-09
64899,Dead Rising 3,2014-09-05,12155,3995,Action (1),Action (1),Capcom,Capcom Game Studio Vancouver,SDK.Bink_Video,11418,2014-09-06
64900,Labyrinthine Dreams,2014-05-23,262,70,Casual (4),"Adventure (25), Casual (4), Indie (23)",Komodo,Solest Games,Engine.RPGMaker,926,2023-01-04
64901,Season Match 3 - Curse of the Witch Crow,2014-10-30,113,27,Casual (4),"Adventure (25), Casual (4)",ESDigital Games,URSE Games,Engine.Unity,451,2023-01-15
64902,Heroes Rise: The Hero Project,2014-06-17,134,33,Indie (23),"Indie (23), RPG (3)",Choice of Games,Choice of Games,Container.Electron,111,2014-06-19
64903,Killer is Dead,2014-05-23,5954,1939,Action (1),Action (1),Deep Silver,KADOKAWA GAMES / GRASSHOPPER MANUFACTURE,Engine.Unreal; SDK.Bink_Video; SDK.NVIDIA_APEX; SDK.NVIDIA_PhysX; SDK.Vorbis,4255,2017-11-18
64904,Imperial Glory,2014-04-11,871,261,Strategy (2),Strategy (2),Kalypso Media Digital,Pyro Studios,SDK.Bink_Video; SDK.Vorbis,135,2014-04-13
64905,Battle Islands,2014-08-06,2585,821,Strategy (2),"Free to Play (37), Simulation (28), Strategy (2)",505 Games,DR Studios,Engine.Unity,1002,2014-08-24
64906,Heroes of Steel RPG,2014-04-23,208,55,RPG (3),"Indie (23), RPG (3), Strategy (2)",Trese Brothers,Trese Brothers,Engine.Cocos; SDK.FMOD; SDK.cURL,58,2014-04-24
64907,Bravada,2014-08-22,50,10,Indie (23),"Indie (23), RPG (3), Strategy (2)",Interbellum team,Interbellum team,Engine.Unity,336,2018-08-09
64908,Aeon Command,2014-07-03,304,84,Strategy (2),"Casual (4), Indie (23), Strategy (2)",Bat Country Games LLC,Bat Country Games LLC,Engine.Unity,7189,2023-07-08
64909,Wyv and Keep: The Temple of the Lost Idol,2014-08-08,76,17,Indie (23),"Action (1), Adventure (25), Indie (23)",A Jolly Corpse,A Jolly Corpse,Engine.FNA; Engine.XNA; SDK.SDL,159,2016-05-13
64910,Winged Sakura: Mindy's Arc,2014-11-07,143,36,Strategy (2),"Indie (23), RPG (3), Strategy (2)",WINGED SAKURA GAMES,WINGED SAKURA GAMES,Engine.Unity,73,2014-11-09
64911,Buzz Aldrin's Space Program Manager,2014-10-31,354,100,Simulation (28),"Simulation (28), Strategy (2)",Slitherine Ltd.,Polar Motion,Engine.Unity,461,2014-11-01
64912,Journal,2014-02-17,269,74,Indie (23),"Adventure (25), Indie (23)",Lupus Studios Limited,Locked Door Puzzle,Engine.Unity,20,2015-01-13
64913,Supreme Ruler Ultimate,2014-10-17,866,263,Strategy (2),"Indie (23), Simulation (28), Strategy (2)",BattleGoat Studios,BattleGoat Studios,SDK.Discord; SDK.OpenAL,302,2014-12-25
64915,Distant Worlds: Universe,2014-05-23,1326,414,Strategy (2),"Simulation (28), Strategy (2)",Slitherine Ltd.,Code Force,Engine.XNA,1254,2014-06-01
64916,WAKFU,2014-09-18,6859,2286,Free to Play (37),"Action (1), Adventure (25), Casual (4), Free to Play (37), Indie (23), Massively Multiplayer (29), RPG (3), Strategy (2)",Ankama Games,Ankama Studio,Container.Electron; SDK.Greenworks,4078,2014-09-20
64917,Empress Of The Deep 2: Song Of The Blue Whale,2014-05-08,78,18,Adventure (25),Adventure (25),Strategy First,Gogii Games,Engine.Unity,12,2015-05-03
64918,Monster Bash,2014-05-05,45,9,Action (1),Action (1),Apogee Entertainment,Apogee Software,Emulator.DOSBOX,7,2015-05-08
64919,EPOCH,2014-06-05,92,22,Action (1),"Action (1), Indie (23)",Uppercut Games Pty Ltd,Uppercut Games Pty Ltd,Engine.Unreal; SDK.Intel_oneTBB; SDK.NVIDIA_APEX; SDK.NVIDIA_PhysX; SDK.Vorbis,834,2023-02-03
64920,The Witcher Adventure Game,2014-11-27,976,302,Strategy (2),"Adventure (25), Strategy (2)",CD PROJEKT RED,CD PROJEKT RED,Engine.Unity,294,2015-05-10
64921,Millennium 3 - Cry Wolf,2014-08-29,41,8,RPG (3),"Adventure (25), Casual (4), Indie (23), RPG (3)",Aldorlea Games,Aldorlea Games,Engine.RPGMaker,421,2022-03-22
64922,Jacob Jones and the Bigfoot Mystery : Episode 2,2014-09-23,21,3,Adventure (25),Adventure (25),Lucid Games Ltd,Lucid Games Ltd,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_PhysX; SDK.Vorbis,4,2014-09-25
64923,Elastrix,2014-12-18,21,3,Casual (4),"Casual (4), Indie (23)",Hyper Hippo Games,Hyper Hippo Games,Engine.Unity,5,2015-03-02
64924,Watch_Dogs,2014-05-27,25844,8943,Adventure (25),"Action (1), Adventure (25)",Ubisoft,Ubisoft,Launcher.Ubisoft; SDK.Bink_Video,47887,2014-05-27
64925,Putt-Putt and Pep's Balloon-o-Rama,2014-04-17,63,14,Adventure (25),"Adventure (25), Casual (4)",Humongous Entertainment,Humongous Entertainment,Emulator.SCUMMVM; SDK.SDL; SDK.Vorbis,9,2014-04-17
64926,B-17 Flying Fortress: The Mighty 8th,2014-10-30,63,14,Simulation (28),Simulation (28),MicroProse Software,Wayward Design,SDK.Bink_Video,6,2014-11-02
64927,UFO: Aftermath,2014-04-23,199,54,Strategy (2),Strategy (2),Fulqrum Publishing,Altar Interactive,SDK.Bink_Video; SDK.Miles_Sound_System,45,2014-04-27
64929,Bio Menace,2014-05-05,48,10,Action (1),Action (1),3D Realms (Apogee Software),3D Realms (Apogee Software),Emulator.DOSBOX,9,2015-05-08
64931,Deadly 30,2014-01-08,1290,410,Indie (23),"Action (1), Indie (23)",Headup Publishing,Ignatus Zuk and Gonzalo Villagomez,SDK.Adobe_Flash,770,2016-06-09
64932,Saturday Morning RPG,2014-01-29,395,116,RPG (3),"Indie (23), RPG (3)",Critical Depth,Mighty Rabbit Studios,Engine.Unity,977,2017-10-15
64934,Super Motherload,2014-04-04,580,176,Adventure (25),"Adventure (25), Casual (4), Indie (23), RPG (3)",XGen Studios,XGen Studios,SDK.FMOD,219,2014-04-06
64935,Detective Case and Clown Bot in: Murder in the Hotel Lisbon,2014-07-17,197,54,Adventure (25),"Adventure (25), Casual (4), Indie (23)",Nerd Monkeys,Nerd Monkeys,Engine.GameMaker,98,2015-01-19
64936,Pretentious Game,2014-05-20,226,63,Indie (23),"Casual (4), Indie (23)",Keybol,Keybol,Engine.Adobe_AIR; SDK.Adobe_Flash,8,2014-07-09
64937,Defense Zone,2014-07-14,55,12,Strategy (2),"Indie (23), Strategy (2)",Artem Kotov,Artem Kotov,Engine.Unity; SDK.SteamworksNET,57,2014-07-15
64938,FINAL FANTASY XIII,2014-10-09,11279,3878,RPG (3),RPG (3),Square Enix,Square Enix,SDK.Bink_Video,8320,2014-10-01
64939,Elsword,2014-07-02,6820,2316,Free to Play (37),"Action (1), Adventure (25), Casual (4), Free to Play (37), Massively Multiplayer (29), RPG (3)",KOG Games,KOG,AntiCheat.XIGNCODE3; SDK.FMOD; SDK.Intel_oneTBB,2587,2013-07-26
64940,The Whispered World Special Edition,2014-05-06,1299,416,Adventure (25),"Adventure (25), Indie (23)",Daedalic Entertainment,Daedalic Entertainment,Engine.VisionaireStudio; SDK.OpenAL; SDK.SDL,223,2014-05-06
64942,Muffin Knight,2014-05-20,325,95,Indie (23),"Action (1), Adventure (25), Casual (4), Indie (23)",Angry Mob Games,Angry Mob Games,Engine.Unity,33,2015-04-11
64943,Dokuro,2014-12-08,54,12,Action (1),"Action (1), Casual (4)",GungHo Online Entertainment America Inc.,GAME ARTS Co. Ltd.,Engine.Unity,11,2014-12-14
64944,Xeodrifter™,2014-12-11,599,186,Action (1),"Action (1), Indie (23)",Good Shepherd Entertainment,Renegade Kid,SDK.FMOD,39,2017-02-05
64945,Wacky Wheels,2014-05-05,105,27,Racing (9),"Action (1), Racing (9)",3D Realms (Apogee Software),Beavis Soft,Emulator.DOSBOX,6,2016-01-14
64946,Aces Wild: Manic Brawling Action!,2014-01-31,265,77,Action (1),"Action (1), Indie (23)",Culture Attack Studio,Culture Attack Studio,Engine.XNA; SDK.SteamworksNET,65,2014-02-01
64947,LogiGun,2014-07-22,50,11,Indie (23),"Casual (4), Indie (23)",Alfred Lam,Alfred Lam,SDK.OpenAL; SDK.Qt; SDK.SDL,57,2014-08-15
64948,Z,2014-07-04,874,280,Strategy (2),"Action (1), Strategy (2)",Rebellion,TickTock Games,SDK.SDL; SDK.Vorbis,1102,2018-07-18
64949,Realms of the Haunting,2014-04-24,356,107,Action (1),Action (1),Funbox Media Ltd,Gremlin Interactive,Emulator.DOSBOX; SDK.SDL,221,2018-05-26
64950,762 High Calibre,2014-04-30,322,96,Strategy (2),"RPG (3), Simulation (28), Strategy (2)",Fulqrum Publishing,Apeiron,SDK.Bink_Video,673,2017-06-21
64951,Small Town Terrors Pilgrim's Hook Collector's Edition,2014-07-16,104,27,Adventure (25),Adventure (25),Gunnar Games,Gunnar Games,SDK.Vorbis,13,2015-01-01
64953,Risen 3 - Titan Lords,2014-08-15,4111,1418,RPG (3),RPG (3),THQ Nordic,Piranha Bytes,SDK.FMOD; SDK.NVIDIA_APEX; SDK.NVIDIA_PhysX,8011,2014-08-16
64954,Fenix Rage,2014-09-24,129,35,Action (1),"Action (1), Adventure (25), Indie (23)",Reverb Triple XP,Green Lava Studios,Engine.GameMaker,39,2015-04-30
64955,Always Sometimes Monsters,2014-05-21,1794,602,Indie (23),"Indie (23), RPG (3)",Vagabond Dog,Vagabond Dog,Engine.MonoGame; Engine.RPGMaker,805,2014-05-21
64956,Quest of Dungeons,2014-03-25,523,164,RPG (3),"Adventure (25), Indie (23), RPG (3)",David Amador,David Amador,SDK.SDL; SDK.Vorbis,125,2016-04-04
64957,Amphora,2014-11-12,151,42,Indie (23),"Adventure (25), Indie (23)",Moondrop,Moondrop,SDK.OpenAL; SDK.SDL; SDK.Tobii,12,2018-11-14
64958,Do Not Fall,2014-12-19,11,1,Action (1),"Action (1), Adventure (25), Indie (23)",XPEC Entertainment Inc.,XPEC Entertainment Inc.,SDK.Bink_Video,7,2015-02-02
64959,Shadow Ops: Red Mercury,2014-07-02,191,55,Action (1),Action (1),Atari,Zombie Studios,Engine.Unreal; SDK.Vorbis,16,2015-07-28
64960,Reprisal Universe,2014-09-15,304,92,Strategy (2),"Indie (23), Strategy (2)",electrolyte,electrolyte,Engine.Adobe_AIR; SDK.Adobe_Flash,160,2015-07-14
64961,Putt-Putt and Pep's Dog on a Stick,2014-05-01,45,10,Adventure (25),"Adventure (25), Casual (4)",Humongous Entertainment,Humongous Entertainment,Emulator.SCUMMVM; SDK.SDL; SDK.Vorbis,5,2017-08-26
64962,Disney Epic Mickey 2,2014-10-06,551,175,Action (1),"Action (1), Adventure (25)",Disney,Junction Point,SDK.Bink_Video,57,2023-02-19
64964,Psy High,2014-12-22,114,31,Indie (23),"Indie (23), RPG (3)",Choice of Games,Choice of Games,Container.Electron,88,2014-12-27
64966,Crazy Plant Shop,2014-08-04,207,61,Casual (4),"Casual (4), Indie (23), Strategy (2)",Filament Classic,Filament Classic,Engine.Adobe_AIR,101,2014-10-23
64968,Ukrainian Ninja,2014-12-23,554,178,Action (1),"Action (1), Casual (4), Indie (23)",Dragon Fire Games Inc,Michael Kissinger,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_PhysX; SDK.Vorbis,591,2022-04-28
64969,Fearless Fantasy,2014-05-15,791,260,RPG (3),"Action (1), Adventure (25), Casual (4), Indie (23), RPG (3)",tinyBuild,Enter Skies,Engine.Adobe_AIR,1886,2019-05-28
64970,FarSky,2014-04-25,2857,997,Adventure (25),"Adventure (25), Indie (23)",Farsky Interactive,Farsky Interactive,SDK.OpenAL,439,2014-04-27
64971,Thief Town,2014-12-04,132,37,Indie (23),"Action (1), Indie (23)",Rude Ghost,Rude Ghost,SDK.JVM,32,2015-06-01
64972,Hail to the King: Deathbat,2014-10-30,160,46,Adventure (25),"Action (1), Adventure (25), Casual (4), Indie (23), RPG (3)",Avenged Sevenfold,Subscience Studios,Engine.Unity,54,2014-11-01
64973,Paranormal State: Poison Spring Collector's Edition,2014-04-09,266,81,Casual (4),"Adventure (25), Casual (4), Indie (23)",Legacy Games,Teyon,SDK.Vorbis,160,2015-10-05
64975,Spoiler Alert,2014-06-30,915,305,Indie (23),"Adventure (25), Casual (4), Indie (23)",tinyBuild,MEGAFUZZ,Engine.GameMaker,760,2017-11-07
64976,Joe Dever's Lone Wolf HD Remastered,2014-11-27,542,175,RPG (3),"Adventure (25), Indie (23), RPG (3)",505 Games,Forge Reply srl,Engine.Unity,98,2016-09-18
64978,Feel-A-Maze,2014-11-25,87,23,Indie (23),Indie (23),Strategy First,Five Archers Games,Engine.Unity,13,2015-03-09
64979,Ascendant,2014-05-13,159,46,Action (1),"Action (1), Adventure (25), Indie (23), RPG (3)",Hapa Games,Hapa Games,Engine.Unity,2000,2018-05-11
64980,Dominique Pamplemousse,2014-03-11,339,106,Indie (23),"Adventure (25), Indie (23)",Squinkifer Productions,Squinkifer Productions,SDK.Adobe_Flash,165,2023-06-03
64981,Space Farmers,2014-04-17,1352,462,Action (1),"Action (1), Indie (23)",BumpkinBrothers,BumpkinBrothers,Engine.Unity; SDK.Photon,1961,2016-05-03
64982,Motte Island,2014-04-07,67,17,Indie (23),"Adventure (25), Casual (4), Indie (23)",One Aperture,Gamebell Studio,Engine.Adobe_AIR,26,2014-04-11
64983,Sea Legends: Phantasmal Light Collector's Edition,2014-09-17,105,29,Casual (4),"Adventure (25), Casual (4), Indie (23)",HH-Games,Shaman Games Studio,Engine.Unity,15,2015-03-22
64985,OTTTD,2014-08-07,253,78,Strategy (2),"Indie (23), Strategy (2)",SMG Studio,SMG Studio,Engine.Unity,133,2015-05-10
64986,Cubic Castles,2014-08-13,3143,1125,Massively Multiplayer (29),"Action (1), Adventure (25), Casual (4), Free to Play (37), Indie (23), Massively Multiplayer (29)",Cosmic Cow LLC,Cosmic Cow LLC,SDK.BASS; SDK.OpenSSL,1348,2014-08-17
64987,The Last Federation,2014-04-18,365,117,Strategy (2),"Indie (23), Simulation (28), Strategy (2)",Arcen Games LLC,Arcen Games LLC,Engine.Unity; SDK.SteamworksNET,650,2014-04-21
64988,Slip,2014-04-29,85,23,Indie (23),"Action (1), Indie (23)",Handsome Games,Handsome Games,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_PhysX; SDK.Vorbis,21,2015-01-28
64989,Freddi Fish and Luther's Maze Madness,2014-04-17,56,14,Adventure (25),"Adventure (25), Casual (4)",Humongous Entertainment,Humongous Entertainment,Emulator.SCUMMVM; SDK.SDL; SDK.Vorbis,9,2021-02-04
64990,The Moon Sliver,2014-10-28,722,243,Adventure (25),Adventure (25),David Szymanski,David Szymanski,Engine.Unity,2153,2017-10-23
64991,Season Match,2014-09-15,140,41,Casual (4),"Adventure (25), Casual (4)",ESDigital Games,URSE Games,Engine.Unity,480,2023-01-11
64992,Orborun,2014-09-05,311,99,Action (1),"Action (1), Indie (23), Racing (9)",Digerati,Tiny Lab Productions,Engine.Unity,99,2015-07-28
64993,Archeblade,2014-04-25,5650,2070,Free to Play (37),"Action (1), Free to Play (37), Indie (23)",Codebrush Games,CodeBrush Games,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_PhysX; SDK.Vorbis,3460,2014-04-26
64994,Dead State,2014-12-04,1751,618,RPG (3),"Indie (23), RPG (3), Strategy (2)",DoubleBear Productions,DoubleBear Productions,Engine.Torque,1408,2014-12-07
64995,Kraven Manor,2014-09-26,471,155,Free to Play (37),"Action (1), Adventure (25), Free to Play (37), Indie (23)",Demon Wagon Studios,Demon Wagon Studios,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_PhysX; SDK.Vorbis,48,2015-12-31
64996,Millennium 2 - Take Me Higher,2014-07-10,49,12,RPG (3),"Adventure (25), Casual (4), Indie (23), RPG (3)",Aldorlea Games,Aldorlea Games,Engine.RPGMaker,303,2023-05-28
64999,Final Dusk,2014-12-12,289,92,Indie (23),"Action (1), Adventure (25), Casual (4), Indie (23)",Light Echo,Light Echo,Engine.Unity,592,2017-04-26
65000,Where is my Heart?,2014-05-29,133,39,Indie (23),"Adventure (25), Casual (4), Indie (23)",Die Gute Fabrik,Schulenburg Software,SDK.FMOD; SDK.Qt,28,2015-06-26
65002,Influent,2014-03-20,1133,397,Indie (23),"Casual (4), Indie (23), Simulation (28), Strategy (2)",Three Flip Studios,Rob Howland,Engine.Unity; SDK.EpicOnlineServices; SDK.XAudio2,487,2019-10-31
65003,Cars 2,2014-10-06,530,178,Racing (9),"Action (1), Adventure (25), Racing (9)",Disney,Avalanche Software,SDK.Bink_Video; SDK.FMOD,58,2023-02-20
65004,Homebrew - Patent Unknown,2014-11-14,708,243,Early Access (70),"Action (1), Indie (23), Racing (9), Simulation (28), Early Access (70)",Copybugpaste,Copybugpaste,Engine.Unity; SDK.Wwise,100,2015-04-26
65005,Contagion,2014-04-14,10741,4054,Indie (23),"Action (1), Adventure (25), Indie (23)",Monochrome Inc,Monochrome Inc,Engine.Source; SDK.Bink_Video; SDK.CEF; SDK.Discord; SDK.Miles_Sound_System; SDK.Steam_Audio; SDK.SteamworksNET; SDK.Wwise,7624,2014-08-30
65006,Echo of the Wilds,2014-06-10,140,42,Adventure (25),"Adventure (25), Indie (23)",caiys,caiys,Engine.GameMaker,179,2014-11-21
65007,Deadstone,2014-11-12,51,13,Action (1),"Action (1), Indie (23), RPG (3), Strategy (2)",Timeslip Softworks,Timeslip Softworks,Engine.Unity,17,2017-04-21
65008,Midnight Mysteries: Witches of Abraham - Collector's Edition,2014-11-24,38,9,Adventure (25),"Adventure (25), Casual (4)",MumboJumbo,Hot Lava,SDK.FMOD,9,2017-10-01
65009,Actual Sunlight,2014-04-03,424,142,Indie (23),"Adventure (25), Indie (23)",WZOGI,WZOGI,Engine.RPGMaker; SDK.Greenworks; SDK.NWJS; SDK.NodeJS,1990,2017-12-04
65010,Depth Hunter 2: Deep Dive,2014-08-20,712,247,Simulation (28),"Action (1), Adventure (25), Casual (4), Indie (23), Simulation (28), Sports (18)",Biart Company LLC,Biart Company LLC,SDK.FMOD; SDK.NVIDIA_PhysX; SDK.OpenSSL; SDK.Qt; SDK.cURL,253,2017-05-05
65012,Halfway,2014-07-22,651,225,Strategy (2),"Action (1), Indie (23), RPG (3), Strategy (2)",Chucklefish,Robotality,SDK.JVM,189,2014-07-22
65013,Machines At War 3,2014-07-23,57,15,Strategy (2),"Action (1), Indie (23), Strategy (2)",Isotope 244 LLC,Isotope 244 LLC,SDK.FMOD,17,2014-07-26
65014,Hard Truck: Apocalypse Rise Of Clans / Ex Machina: Meridian 113,2014-03-14,538,184,Action (1),"Action (1), Racing (9)",ESDigital Games,Targem Games,SDK.FMOD,277,2021-10-01
65015,Trace Vector,2014-08-19,41,10,Action (1),"Action (1), Adventure (25), Indie (23)",Vexel Games,Vexel Games,SDK.OpenAL; SDK.Vorbis,40,2014-08-21
65016,Diehard Dungeon,2014-03-05,355,118,Action (1),"Action (1), Adventure (25), Indie (23), RPG (3)",Tricktale,Tricktale,Engine.XNA; SDK.SteamworksNET,1146,2022-12-27
65017,Flockers,2014-09-19,147,45,Strategy (2),"Action (1), Indie (23), Strategy (2)",Team17 Digital Ltd,Team17 Digital Ltd,SDK.FMOD,36,2016-07-25
65018,Get Off My Lawn!,2014-11-11,1220,438,Free to Play (37),"Casual (4), Free to Play (37), Indie (23)",Digital Leisure Inc.,Digital Leisure Inc.,Engine.Unity; SDK.CEF,330,2014-11-15
65019,8BitBoy,2014-05-05,1413,511,Indie (23),"Action (1), Casual (4), Indie (23)",AwesomeBlade,AwesomeBlade,Engine.Construct; SDK.NWJS,220,2015-09-21
65021,Potatoman Seeks the Troof,2014-12-03,578,200,Indie (23),Indie (23),Pixeljam,Pixeljam,Engine.Adobe_AIR; SDK.Adobe_Flash,1852,2016-03-17
65022,Shadows on the Vatican - Act I: Greed,2014-06-09,529,182,Adventure (25),"Adventure (25), Indie (23)",Adventure Productions,10th Art Studio,Engine.Wintermute; SDK.Qt,983,2015-01-30
65023,Moorhuhn - Tiger and Chicken,2014-09-24,47,12,Action (1),"Action (1), Indie (23), RPG (3)",Young Fun Studio by Higgs Games GmbH,Deck 13,SDK.FMOD; SDK.NVIDIA_PhysX; SDK.PathEngine,6,2014-09-28
65024,Monochroma,2014-05-28,512,176,Indie (23),"Action (1), Adventure (25), Indie (23)",Nowhere Studios,Nowhere Studios,Engine.Unity,37,2017-07-13
65026,Pox Nora,2014-10-15,550,191,Free to Play (37),"Free to Play (37), RPG (3), Strategy (2)",Desert Owl Games LLC,Desert Owl Games LLC,Engine.Unity; SDK.JVM,780,2011-12-17
65027,Victory At Sea,2014-08-08,400,136,Strategy (2),"Action (1), Simulation (28), Strategy (2)",Evil Twin Artworks,Evil Twin Artworks,Engine.Unity; SDK.Photon,347,2015-06-01
65028,Realms of Arkania 3 - Shadows over Riva Classic,2014-01-10,56,15,RPG (3),RPG (3),United Independent Entertainment,attic Entertainment Software GmbH,Emulator.DOSBOX; SDK.SDL; SDK.Vorbis,58,2014-03-28
65029,Vampires: Guide Them to Safety!,2014-10-22,37,9,Indie (23),Indie (23),CBE software,CBE software,Engine.Unity,35,2015-10-30
